id,title,popularity,release_date
11130,The Princess Diaries 2: Royal Engagement,3.000e+01,2004-08-06
20156,Exotica,5.447e+00,1994-09-24
1833,Rent,1.043e+01,2005-11-23
862,Toy Story,7.364e+01,1995-10-30
67373,This Thing of Ours,4.687e-02,2005-01-01
9900,Grandma's Boy,9.975e+00,2006-01-06
15373,Role Models,2.492e+01,2008-02-03
17979,A Christmas Carol,3.974e+01,2009-11-04
109443,Anchorman 2: The Legend Continues,3.813e+01,2013-12-18
9880,The Princess Diaries,4.018e+01,2001-08-03
14047,The Great Debaters,1.084e+01,2007-12-27
10238,Cries and Whispers,1.135e+01,1972-12-21
8879,Pale Rider,1.457e+01,1985-06-28
1951,Manderlay,7.051e+00,2005-05-16
162396,The Big Swap,6.278e-01,1998-06-11
682,The Man with the Golden Gun,3.021e+01,1974-12-01
43347,Love & Other Drugs,2.024e+01,2010-11-22
14033,Soul Survivors,3.232e+00,2001-09-06
91070,L!fe Happens,5.974e+00,2011-06-18
176077,Enter the Dangerous Mind,1.999e+00,2013-03-11
10069,Stay Alive,4.345e+00,2006-03-24
9772,Air Force One,3.639e+01,1997-07-25
109451,Cloudy with a Chance of Meatballs 2,4.125e+01,2013-09-26
1366,Rocky,7.220e+01,1976-11-21
306745,Freeheld,8.185e+00,2015-10-02
123678,The Act of Killing,8.887e+00,2012-08-31
4347,Atonement,3.337e+01,2007-08-29
4553,The Machinist,3.525e+01,2004-02-09
11128,Ladder 49,1.100e+01,2004-10-01
82703,Mr. Peabody & Sherman,3.873e+01,2014-02-07
56601,The Perfect Game,9.035e-01,2010-04-01
38033,Chain Letter,2.504e+00,2010-10-01
285923,Grindhouse,1.664e+01,2007-04-06
48217,The Widow of Saint-Pierre,1.780e+00,2000-01-01
601,E.T. the Extra-Terrestrial,5.611e+01,1982-04-03
9007,Just Like Heaven,1.344e+01,2005-09-16
54138,Star Trek Into Darkness,7.829e+01,2013-05-05
3594,The Number 23,2.320e+01,2007-02-23
2687,Memoirs of an Invisible Man,7.223e+00,1992-02-28
313922,Green Room,3.000e+01,2016-04-15
133931,Zambezia,1.418e+01,2012-06-05
6073,The Mexican,2.102e+01,2001-03-01
20504,The Book of Eli,3.236e+01,2010-01-14
10307,Stigmata,1.499e+01,1999-09-10
20309,Say It Isn't So,2.909e+00,2001-03-12
5125,Rendition,1.274e+01,2007-09-07
285,Pirates of the Caribbean: At World's End,1.391e+02,2007-05-19
9035,Slither,1.733e+01,2006-03-31
231,Syriana,1.687e+01,2005-11-23
30309,Real Women Have Curves,1.026e+00,2002-01-01
60243,A Separation,1.205e+01,2011-03-15
12144,The Land Before Time,2.867e+01,1988-11-18
11004,Wonder Boys,9.012e+00,2000-02-22
1878,Fear and Loathing in Las Vegas,4.451e+01,1998-05-22
8390,Definitely Maybe,2.917e+01,2008-02-08
6957,The 40 Year Old Virgin,3.847e+01,2005-08-11
9008,The Insider,2.615e+01,1999-10-28
905,Pandora's Box,1.824e+00,1929-01-30
23618,The Original Kings of Comedy,1.919e+00,2000-08-18
45153,Eve's Bayou,1.127e+00,1997-09-07
8987,The River Wild,1.236e+01,1994-09-30
22256,Without Limits,3.850e+00,1998-09-11
12207,The Legend of Drunken Master,1.505e+01,1994-02-03
293863,The Age of Adaline,8.205e+01,2015-04-16
10317,Our Brand Is Crisis,1.292e+01,2015-09-11
10858,Nixon,3.770e+00,1995-12-22
9032,Big Daddy,3.487e+01,1999-06-25
13960,ATL,5.422e+00,2006-03-31
29015,The Specials,9.055e+00,2000-09-22
26710,My Baby's Daddy,4.480e+00,2004-01-09
355629,The Blade of Don Juan,2.168e-02,2013-10-27
84175,Beasts of the Southern Wild,1.247e+01,2012-06-29
70074,Bullet to the Head,2.250e+01,2013-01-31
468,My Own Private Idaho,1.036e+01,1991-10-17
407887,Operation Chromite,6.116e+00,2016-07-27
29963,Bright Star,9.230e+00,2009-11-05
10395,Wolf,1.376e+01,1994-06-17
549,Basquiat,3.637e+00,1996-08-09
320146,Creative Control,1.502e+00,2016-03-11
10029,Very Bad Things,5.672e+00,1998-09-11
415,Batman & Robin,5.007e+01,1997-06-20
242,The Godfather: Part III,5.919e+01,1990-12-24
782,Gattaca,7.040e+01,1997-09-07
87,Indiana Jones and the Temple of Doom,6.698e+01,1984-05-23
306,Beverly Hills Cop III,2.033e+01,1994-05-24
18533,Bronson,1.845e+01,2008-10-09
10758,Waitress,9.673e+00,2007-05-25
10710,Envy,9.843e+00,2004-04-30
14629,Woman on Top,3.536e+00,2000-09-22
76996,Love and Other Catastrophes,6.193e-01,1996-08-01
1417,Pan's Labyrinth,9.081e+01,2006-05-27
16337,The Texas Chainsaw Massacre 2,9.618e+00,1986-08-22
14652,Bon voyage,4.945e-01,2003-04-16
24940,Head Over Heels,4.667e+00,2001-02-02
9470,Kung Fu Hustle,1.366e+01,2004-02-10
175528,Baggage Claim,1.144e+01,2013-09-27
14425,PCU,8.739e+00,1994-04-29
255266,Dry Spell,4.895e-02,2013-02-14
58680,Woo,1.750e+00,1998-05-08
9798,Enemy of the State,4.121e+01,1998-11-20
5178,The Good Heart,2.202e+00,2009-09-11
13150,Pride and Glory,1.070e+01,2008-09-09
6963,The Weather Man,1.403e+01,2005-10-20
425,Ice Age,9.956e+01,2002-03-10
1691,Hostel: Part II,2.075e+01,2007-06-08
435,The Day After Tomorrow,4.138e+01,2004-05-26
48572,Red State,1.206e+01,2011-08-19
98549,The Legend of Hell's Gate: An American Conspiracy,1.003e+00,2011-03-03
101267,Katy Perry: Part of Me,8.411e+00,2012-06-28
7191,Cloverfield,4.694e+01,2008-01-15
10066,House of Wax,1.716e+01,2005-04-30
22314,In Too Deep,2.772e+00,1999-08-25
205588,Our Kind of Traitor,1.055e+01,2016-05-05
22327,Youth in Revolt,1.346e+01,2009-09-11
378237,Amidst the Devil's Wings,1.809e-02,2014-12-01
68724,Elysium,6.734e+01,2013-08-07
308529,Kickboxer: Vengeance,6.527e+00,2016-07-14
50725,Take Me Home Tonight,1.177e+01,2011-03-04
9893,Sleepover,5.842e+00,2004-07-09
2268,The Golden Compass,4.299e+01,2007-12-04
66468,N-Secure,1.346e-01,2010-10-15
857,Saving Private Ryan,7.604e+01,1998-07-24
215881,Plush,5.099e+00,2013-09-13
68684,Detention,1.042e+01,2011-03-16
16162,The Best Man,3.951e+00,1999-10-22
21413,The Battle of Shaker Heights,5.202e+00,2003-08-22
299145,Stranded,3.231e+00,2015-06-05
39013,Winter's Bone,2.083e+01,2010-06-11
9837,The Prince of Egypt,2.946e+01,1998-12-15
8617,Prom Night,9.642e+00,2008-04-10
10696,Glitter,3.809e+00,2001-09-21
36334,Deadline - U.S.A.,2.256e-01,1952-03-14
113406,Should've Been Romeo,4.070e-01,2012-04-28
65754,The Girl with the Dragon Tattoo,4.765e+01,2011-12-14
38757,Tangled,4.868e+01,2010-11-24
7304,Running Scared,1.931e+01,2006-01-06
595,To Kill a Mockingbird,2.214e+01,1962-12-25
157841,The Young and Prodigious T.S. Spivet,1.065e+01,2013-10-16
10557,East Is East,3.667e+00,1999-05-14
2637,The Mothman Prophecies,1.473e+01,2002-01-25
30139,Phat Girlz,9.826e-01,2006-01-01
188927,Star Trek Beyond,6.535e+01,2016-07-07
8854,Steel,2.849e+00,1997-08-15
12312,Joe Somebody,5.257e+00,2001-12-21
324352,Anderson's Cross,6.323e-03,2010-05-20
1495,Kingdom of Heaven,4.449e+01,2005-05-03
13510,Eden Lake,2.036e+01,2008-09-12
29146,Charly,1.787e-01,1968-09-23
16351,Ararat,1.326e+00,2002-05-20
102362,Dead Man Down,2.965e+01,2013-03-08
65203,The Broadway Melody,9.689e-01,1929-02-08
1587,What's Eating Gilbert Grape,3.328e+01,1993-12-17
186935,Heli,3.630e+00,2013-08-09
214756,Ted 2,6.873e+01,2015-06-25
8883,Flame & Citron,7.029e+00,2008-03-25
864,Cool Runnings,2.241e+01,1993-09-30
841,Dune,2.588e+01,1984-12-14
38579,Marmaduke,1.226e+01,2010-06-04
65749,Tango,4.256e-01,1998-02-12
49730,Red Riding Hood,4.515e+01,2011-03-11
35019,Nanny McPhee and the Big Bang,2.384e+01,2010-03-26
12107,Nutty Professor II: The Klumps,1.778e+01,2000-07-27
329440,The Forest,1.987e+01,2016-01-07
14585,In the Company of Men,2.634e+00,1997-01-19
1412,Sex Lies and Videotape,1.087e+01,1989-08-18
7863,Shine,1.040e+01,1996-01-21
10358,Zack and Miri Make a Porno,2.733e+01,2008-09-18
8461,Funny Games,1.518e+01,2007-10-20
10013,Peggy Sue Got Married,1.224e+01,1986-10-05
29406,Trucker,1.202e+00,2008-04-24
16363,The Best Little Whorehouse in Texas,4.189e+00,1982-07-23
8967,The Tree of Life,4.386e+01,2011-05-18
26320,Taking Woodstock,1.187e+01,2009-09-03
48035,Ordet,3.225e+00,1955-01-09
116584,Valley of the Heart's Delight,1.423e-01,2006-04-24
192141,No Escape,3.801e+01,2015-08-26
272693,The DUFF,4.029e+01,2015-02-20
71,Billy Elliot,2.043e+01,2000-05-18
10022,The Pacifier,3.548e+01,2005-03-04
13751,Akeelah and the Bee,4.933e+00,2006-04-28
10330,Freaky Friday,2.435e+01,2003-08-03
395,AVP: Alien vs. Predator,4.296e+01,2004-08-12
62215,Melancholia,3.617e+01,2011-05-26
84355,Your Sister's Sister,1.283e+01,2011-09-11
1961,My Name Is Bruce,7.559e+00,2007-10-01
259693,The Conjuring 2,6.879e+01,2016-05-13
7326,Juno,1.978e+01,2007-12-05
9313,The Man in the Iron Mask,2.898e+01,1998-03-12
55465,A Very Harold & Kumar Christmas,1.797e+01,2011-11-04
14202,The Painted Veil,2.075e+01,2006-12-09
283708,Far from Men,3.364e+00,2014-08-30
41830,The Party's Over,1.183e-01,1965-04-22
9012,Jackass: The Movie,1.475e+01,2002-10-21
202604,The Vatican Exorcisms,4.472e-01,2013-05-29
84892,The Perks of Being a Wallflower,4.344e+01,2012-09-20
14536,New in Town,1.399e+01,2009-01-30
4688,Across the Universe,1.187e+01,2007-09-14
10061,Escape from L.A.,2.164e+01,1996-08-09
211557,Vessel,3.226e-01,2012-10-28
144336,Sabotage,2.790e+01,2014-03-28
866,Finding Neverland,3.416e+01,2004-10-17
764,The Evil Dead,3.504e+01,1981-10-15
193613,Metallica: Through the Never,7.872e+00,2013-09-25
2789,The Chronicles of Riddick,2.784e+01,2004-06-11
10523,W.,1.045e+01,2008-10-17
10163,The Lawnmower Man,1.013e+01,1992-03-05
274758,Give Me Shelter,2.790e-01,2014-06-24
206296,The Last Five Years,5.563e+00,2014-11-03
8645,The Happening,2.050e+01,2008-06-11
874,A Man for All Seasons,9.542e+00,1966-12-12
48289,The Debt,1.486e+01,2010-04-11
264999,Magic Mike XXL,2.966e+01,2015-07-01
22267,Ride with the Devil,5.516e+00,1999-11-24
209403,Bad Words,1.411e+01,2013-09-06
18206,Alone With Her,2.176e+00,2006-04-28
15394,Owning Mahowny,8.045e+00,2003-05-02
11596,New Nightmare,1.473e+01,1994-10-13
10215,Sliding Doors,1.564e+01,1998-04-23
2013,The Diving Bell and the Butterfly,1.365e+01,2007-05-22
55,Amores perros,2.328e+01,2000-06-16
13066,I Want Someone to Eat Cheese With,1.742e+00,2006-01-01
12404,Me and Orson Welles,3.593e+00,2009-11-25
3597,I Know What You Did Last Summer,2.765e+01,1997-10-17
29122,An Everlasting Piece,6.825e-02,2000-12-22
1548,Ghost World,1.407e+01,2001-07-20
87421,Riddick,4.663e+01,2013-09-02
42807,The Newton Boys,3.124e+00,1998-03-26
9016,Treasure Planet,3.892e+01,2002-11-26
525,The Blues Brothers,4.471e+01,1980-06-17
1246,Rocky Balboa,3.045e+01,2006-12-20
2642,Two Weeks Notice,2.415e+01,2002-12-19
10744,The Cooler,9.976e+00,2003-01-17
200505,Draft Day,1.417e+01,2014-04-11
9823,Mortal Kombat: Annihilation,1.192e+01,1997-11-21
18947,The Boat That Rocked,3.102e+01,2009-04-01
411,The Chronicles of Narnia: The Lion the Witch ...,6.739e+01,2005-12-07
12437,Underworld: Rise of the Lycans,5.193e+01,2009-01-22
4464,Seabiscuit,1.482e+01,2003-07-22
9374,Death Becomes Her,2.950e+01,1992-07-30
301325,#Horror,2.815e+00,2015-11-20
352978,Chain of Command,1.399e+00,2015-08-30
2105,American Pie,6.077e+01,1999-07-09
292483,Not Cool,1.187e+00,2014-09-23
44092,Reign of Assassins,4.930e+00,2010-09-01
834,Underworld: Evolution,4.902e+01,2006-01-12
9384,Starsky & Hutch,2.885e+01,2004-03-05
16643,Life or Something Like It,8.981e+00,2002-04-26
9766,Gridiron Gang,9.278e+00,2006-09-15
32274,Cradle Will Rock,4.902e+00,1999-12-10
821,Judgment at Nuremberg,1.334e+01,1961-12-01
12211,Highlander: Endgame,1.178e+01,2000-09-01
43933,Monsters,2.641e+01,2010-06-18
2289,Cold Mountain,2.460e+01,2003-12-24
92182,Silent House,1.167e+01,2011-01-21
38356,Transformers: Dark of the Moon,2.853e+01,2011-06-28
170687,The Boxtrolls,3.066e+01,2014-09-10
12763,Take the Lead,9.000e+00,2006-03-17
21074,Brick Lane,2.621e-01,2007-11-16
41216,Legend of the Guardians: The Owls of Ga'Hoole,3.732e+01,2010-07-10
239678,This Is Where I Leave You,2.031e+01,2014-09-10
97370,Under the Skin,2.978e+01,2014-03-14
37080,Mother and Child,5.518e+00,2009-11-07
1734,The Mummy Returns,4.186e+01,2001-04-28
10895,Pinocchio,4.601e+01,1940-02-23
12246,Mongol: The Rise of Genghis Khan,1.014e+01,2007-09-20
1577,Resident Evil: Apocalypse,2.988e+01,2004-09-10
64690,Drive,4.929e+01,2011-08-06
76285,Percy Jackson: Sea of Monsters,4.026e+01,2013-08-07
10186,The Rocker,1.383e+01,2008-08-20
15256,200 Cigarettes,3.561e+00,1999-02-26
40807,50/50,3.337e+01,2011-09-30
24684,An Education,1.699e+01,2009-10-29
252,Willy Wonka & the Chocolate Factory,2.398e+01,1971-06-29
140300,Kung Fu Panda 3,5.675e+01,2016-01-23
33217,Diary of a Wimpy Kid,2.110e+01,2010-03-19
14438,Fireproof,6.094e+00,2008-09-26
11033,Dressed to Kill,1.121e+01,1980-06-25
27845,Trees Lounge,3.444e+00,1996-10-11
712,Four Weddings and a Funeral,2.983e+01,1994-03-09
274479,Joy,2.988e+01,2015-12-24
17339,Force 10 from Navarone,5.348e+00,1978-11-01
10383,Lost Souls,3.312e+00,2000-10-13
6479,I Am Legend,7.087e+01,2007-12-14
479,Shaft,1.964e+01,2000-06-15
6968,The Baader Meinhof Complex,7.727e+00,2008-09-24
244786,Whiplash,1.925e+02,2014-10-10
22894,Legion,3.098e+01,2010-01-21
4970,Gothika,2.730e+01,2003-11-21
6978,Big Trouble in Little China,2.980e+01,1986-05-30
673,Harry Potter and the Prisoner of Azkaban,7.968e+01,2004-05-31
13411,Malibu's Most Wanted,7.315e+00,2003-04-10
20391,Paint Your Wagon,7.903e+00,1969-10-15
8999,Derailed,1.771e+01,2005-11-11
37137,The Naked Gun 2½: The Smell of Fear,2.733e+01,1991-06-28
36955,True Lies,3.873e+01,1994-07-14
20352,Despicable Me,1.139e+02,2010-07-08
304410,The Bélier Family,2.530e+01,2014-12-17
13812,Quarantine,8.084e+00,2008-10-10
602,Independence Day,6.044e+01,1996-06-25
3482,The Train,4.490e+00,1964-09-21
22479,Kansas City,5.381e+00,1996-08-16
71469,The Darkest Hour,2.333e+01,2011-12-22
8847,Standard Operating Procedure,8.890e-01,2008-02-12
9899,The Producers,6.804e+00,2005-12-25
24034,Teacher's Pet,1.374e+00,2004-01-16
18925,Facing the Giants,4.564e+00,2006-09-29
174,Star Trek VI: The Undiscovered Country,1.619e+01,1991-12-05
1865,Pirates of the Caribbean: On Stranger Tides,1.354e+02,2011-05-14
331,Jurassic Park III,1.859e+00,2001-07-18
278348,The Maid's Room,1.502e+00,2014-08-08
11308,The Hotel New Hampshire,2.226e+00,1984-03-09
287524,Fear Clinic,1.860e+00,2014-10-31
361159,Navy Seals vs. Zombies,2.395e+00,2015-10-08
102899,Ant-Man,1.201e+02,2015-07-14
4257,Scary Movie 4,3.255e+01,2006-04-13
46252,Rust,3.995e-01,2010-10-07
19901,Daybreakers,2.802e+01,2009-01-06
159770,The Dirties,8.339e-01,2013-10-04
14353,Repo! The Genetic Opera,5.897e+00,2008-07-18
10185,The Midnight Meat Train,1.991e+01,2008-08-07
3682,54,1.188e+01,1998-08-28
10833,Heartbreakers,1.393e+01,2001-03-23
215918,1982,1.759e-01,2013-12-31
9928,Robots,2.956e+01,2005-03-10
242512,Ouija,5.630e+01,2014-10-24
9588,Quigley Down Under,1.136e+01,1990-10-17
1257,Because I Said So,1.868e+01,2007-02-02
14834,Not Easily Broken,5.130e+00,2009-01-09
1995,Lara Croft: Tomb Raider,4.150e+01,2001-06-11
43213,Chicago Overcoat,1.035e+00,2009-10-10
10944,In the Cut,1.054e+01,2003-09-09
344466,The World Is Mine,3.276e-01,2015-06-05
96534,My Last Day Without You,1.536e-01,2011-06-11
25763,Damnation Alley,2.215e+00,1977-09-10
10135,Road House,6.216e+00,1989-05-19
1273,TMNT,1.839e+01,2007-03-23
16784,Welcome to Mooseport,3.314e+00,2004-02-24
9729,Where the Truth Lies,4.051e+00,2005-10-07
13515,Mirrors,1.977e+01,2008-08-15
576,The Wild Bunch,1.497e+01,1969-06-17
294254,Maze Runner: The Scorch Trials,1.132e+02,2015-09-09
326284,Pound of Flesh,4.944e+00,2015-05-07
55831,Boynton Beach Club,1.889e-01,2005-08-05
533,The Curse of the Were-Rabbit,3.038e+01,2005-09-04
87943,Sisters in Law,2.521e-02,2005-09-03
10096,13 Going on 30,4.157e+01,2004-04-13
45324,Casino Jack,6.546e+00,2010-09-16
3040,Night Watch,1.254e+01,2004-06-27
50035,Lovely & Amazing,1.459e+00,2001-08-31
11817,Bulletproof Monk,1.521e+01,2003-03-28
75656,Now You See Me,7.112e+01,2013-05-29
10195,Thor,8.649e+01,2011-04-21
302156,Criminal,2.789e+01,2016-04-14
27936,Micmacs,7.664e+00,2009-10-28
354624,Heroes of Dirt,7.665e-02,2015-09-04
9833,The Phantom of the Opera,1.893e+01,2004-12-08
948,Halloween,3.030e+01,1978-10-25
8834,Conspiracy Theory,2.218e+01,1997-08-07
228161,Home,6.347e+01,2015-03-18
11635,Old School,2.470e+01,2003-02-21
318040,Bizarre,5.834e-01,2015-02-07
211954,Instructions Not Included,9.597e+00,2013-07-20
11194,Touching the Void,1.405e+01,2003-09-05
46989,Blue Car,6.727e-01,2002-01-11
921,Cinderella Man,2.410e+01,2005-06-02
17182,Eye for an Eye,3.996e+00,1996-01-12
3131,Gangs of New York,4.616e+01,2002-12-14
10220,Rounders,1.842e+01,1998-09-11
20829,Funny People,2.020e+01,2009-07-31
10955,Ripley's Game,2.981e+00,2002-09-02
50647,Wanderlust,2.091e+01,2012-02-23
2977,Becoming Jane,1.824e+01,2007-03-02
14165,Ta Ra Rum Pum,5.538e-01,2007-04-27
290864,Kung Fu Jungle,6.896e+00,2014-10-31
38319,Your Highness,2.141e+01,2011-04-08
46332,Of Gods and Men,4.992e+00,2010-05-18
1934,Shakespeare in Love,3.179e+01,1998-12-11
2493,The Princess Bride,4.453e+01,1987-09-18
136797,Need for Speed,5.481e+01,2014-03-13
18570,Food Inc.,1.502e+01,2008-09-07
37165,The Truman Show,5.649e+01,1998-06-04
222936,Aloha,2.965e+01,2015-05-27
36355,Flipper,4.475e+00,1996-05-17
9689,Hollywood Ending,8.712e+00,2002-05-03
1781,An Inconvenient Truth,1.414e+01,2006-01-24
68812,The Iceman,1.949e+01,2012-09-01
379532,Rodeo Girl,8.757e-02,2016-01-05
181940,Carousel of Revenge,6.069e-03,2007-07-20
50646,Crazy Stupid Love.,3.799e+01,2011-07-29
70981,Prometheus,6.889e+01,2012-05-30
336004,Heist,1.508e+01,2015-11-13
562,Die Hard,6.617e+01,1988-07-15
86331,Desire,2.042e+01,2011-09-14
10179,The Ice Pirates,3.811e+00,1984-03-16
3989,Team America: World Police,2.651e+01,2004-10-10
5852,Angel Eyes,6.455e+00,2001-05-15
3021,1408,3.517e+01,2007-07-12
8741,The Thin Red Line,4.007e+01,1998-12-25
23706,All About Steve,1.324e+01,2009-09-04
70006,Never Back Down 2: The Beatdown,9.249e+00,2011-09-13
10982,Hoodwinked!,2.398e+01,2005-12-16
20981,The Call of Cthulhu,1.777e+00,2005-01-01
16406,Dick,4.743e+00,1999-08-04
3083,Mr. Smith Goes to Washington,1.226e+01,1939-10-19
205,Hotel Rwanda,2.861e+01,2004-09-11
57943,The Love Letter,1.169e-01,1998-02-01
755,From Dusk Till Dawn,6.418e+01,1996-01-19
245916,Kill the Messenger,2.134e+01,2014-10-09
9334,The Scorpion King,3.754e+01,2002-04-16
11129,Human Traffic,4.860e+00,1999-06-04
9787,Lords of Dogtown,8.128e+00,2005-06-03
13689,Peaceful Warrior,8.326e+00,2006-03-30
75033,Winnie Mandela,1.898e+00,2011-09-16
9544,FearDotCom,6.757e+00,2002-08-09
1537,Changing Lanes,1.727e+01,2002-04-07
37694,Proud,2.368e-02,2004-07-02
162903,The Fifth Estate,2.027e+01,2013-10-11
38093,Just Wright,1.041e+01,2010-05-14
9360,Anaconda,2.768e+01,1997-04-11
82696,Hope Springs,1.297e+01,2012-08-07
82533,Damsels in Distress,3.750e+00,2012-04-06
293644,Top Cat Begins,7.200e-01,2015-10-30
38357,Morning Glory,2.249e+01,2010-01-12
293646,The 33,1.070e+01,2015-08-06
168027,Freaky Deaky,4.448e+00,2012-04-22
298,Ocean's Thirteen,4.207e+01,2007-06-07
269057,Bang Bang Baby,9.733e-01,2014-09-08
10054,Spy Kids,2.154e+01,2001-03-18
9408,Surf's Up,2.323e+01,2007-06-08
2959,License to Wed,1.450e+01,2007-07-04
2056,The Station Agent,1.158e+01,2003-01-26
10483,Death Race,4.258e+01,2008-08-22
24424,Ajami,5.180e-01,2009-09-17
64685,Extremely Loud & Incredibly Close,3.107e+01,2011-12-24
10481,102 Dalmatians,9.895e+00,2000-10-07
194662,Birdman,8.981e+01,2014-08-27
752,V for Vendetta,8.463e+01,2006-03-15
10223,A Simple Plan,1.018e+01,1998-12-11
1613,The 51st State,9.670e+00,2001-12-07
6538,Charlie Wilson's War,1.870e+01,2007-12-19
34016,She's Out of My League,1.618e+01,2010-03-11
9809,Let's Go to Prison,4.598e+00,2006-11-17
317930,Compadres,1.569e+00,2016-03-31
82525,Savages,3.186e+01,2012-07-06
32456,Two Girls and a Guy,4.868e+00,1997-09-07
10314,She's All That,8.988e+00,1999-01-29
14113,Zoom,1.030e+01,2006-08-11
248774,Obvious Child,1.013e+01,2014-06-06
12120,My Stepmother is an Alien,9.456e+00,1988-12-09
29514,Two Evil Eyes,8.218e+00,1990-01-25
76487,The Devil Inside,1.315e+01,2012-01-06
10773,Mrs Henderson Presents,2.894e+00,2005-09-09
190955,Blood Ties,1.276e+01,2013-08-22
5854,Family Plot,3.833e+00,1976-04-09
9045,Amen.,5.931e+00,2002-02-13
146227,Getaway,1.652e+01,2013-08-29
12271,Factory Girl,1.140e+01,2006-12-29
68,Brazil,4.109e+01,1985-02-20
6552,Idle Hands,8.583e+00,1999-04-30
10764,Quantum of Solace,1.079e+02,2008-10-30
9759,Cellular,2.446e+01,2004-09-06
9387,Conan the Barbarian,3.180e+01,1982-04-02
4108,The Transporter,3.443e+01,2002-10-02
42057,It's a Wonderful Afterlife,1.260e+00,2010-05-07
9944,The Pelican Brief,1.792e+01,1993-12-16
34584,The NeverEnding Story,4.786e+01,1984-04-05
53953,The Tooth Fairy,7.168e-01,2006-08-08
59859,Kick-Ass 2,4.029e+01,2013-07-17
9610,Conan the Destroyer,1.838e+01,1984-06-29
50135,Animals United,8.010e+00,2010-10-07
31166,I Come with the Rain,8.266e+00,2009-05-14
12634,The Big Bounce,6.397e+00,2004-01-30
323675,Ride Along 2,2.514e+01,2016-01-14
9532,Final Destination,3.880e+01,2000-03-16
711,Finding Forrester,1.904e+01,2000-12-21
21208,Orphan,2.930e+01,2009-07-24
11519,1941,1.003e+01,1979-12-13
8285,The Spirit,1.485e+01,2008-12-25
10426,Friday After Next,7.500e+00,2002-11-22
7518,Over the Hedge,3.633e+01,2006-04-22
22597,The Broken Hearts Club: A Romantic Comedy,3.424e+00,2000-02-01
1690,Hostel,3.883e+01,2005-01-06
9718,Talladega Nights: The Ballad of Ricky Bobby,1.260e+01,2006-08-04
13673,Christmas with the Kranks,9.225e+00,2004-11-24
64689,Killing Them Softly,2.461e+01,2012-09-20
473,Pi,2.779e+01,1998-07-10
23827,Paranormal Activity,4.746e+01,2007-09-14
20794,Novocaine,4.148e+00,2001-11-23
1262,Stranger Than Fiction,3.227e+01,2006-09-09
5172,The Astronaut Farmer,6.764e+00,2006-10-15
9074,The Man,6.926e+00,2005-09-08
139998,Supporting Characters,6.206e-01,2012-01-23
16388,The Brothers McMullen,1.579e+00,1995-08-09
12245,The Oxford Murders,9.318e+00,2008-01-18
8346,My Big Fat Greek Wedding,1.812e+01,2002-02-22
11153,National Lampoon's Vacation,2.284e+01,1983-07-28
350,The Devil Wears Prada,8.389e+01,2006-06-30
380,Rain Man,4.951e+01,1988-12-11
10390,For Love of the Game,9.622e+00,1999-09-17
9275,Death to Smoochy,1.133e+01,2002-03-28
48171,The Rite,1.149e+01,2011-01-28
242095,The Signal,2.766e+01,2014-03-15
64720,Take Shelter,1.981e+01,2011-11-25
131631,The Hunger Games: Mockingjay - Part 1,2.062e+02,2014-11-18
11460,Red Eye,8.803e+00,2005-08-04
62008,Good Deeds,4.448e+00,2012-02-23
978,Seven Years in Tibet,1.693e+01,1997-09-12
76341,Mad Max: Fury Road,4.343e+02,2015-05-13
9352,EuroTrip,2.585e+01,2004-02-20
59930,The Inkwell,2.697e-01,1994-04-22
204922,Before I Go to Sleep,4.878e+01,2014-09-03
242166,Red Sky,3.344e+00,2014-03-12
12779,Swept Away,4.570e+00,2002-10-11
51540,Horrible Bosses,5.031e+01,2011-07-08
10480,Nurse Betty,3.572e+00,2000-09-08
263503,Water & Power,3.506e-01,2014-05-02
11586,Exorcist II: The Heretic,1.154e+01,1977-06-17
18238,Lesbian Vampire Killers,6.633e+00,2009-03-16
27582,The Mechanic,4.409e+01,2011-01-13
9457,Deep Rising,6.514e+00,1998-01-30
25704,Post Grad,7.446e+00,2009-08-21
55787,Water for Elephants,1.680e+01,2011-03-15
114065,Down & Out With The Dolls,2.386e-03,2003-03-20
39781,The Kids Are All Right,1.534e+01,2010-07-09
284,The Apartment,2.289e+01,1960-06-15
126319,Ernest & Celestine,1.110e+01,2012-12-12
12602,The Torture Chamber of Dr. Sadism,1.297e+00,1967-10-05
11495,Firestarter,1.138e+01,1984-05-11
66767,Beat the World,2.874e+00,2011-06-10
360188,Queen Crab,1.410e-01,2015-09-29
7485,Shooter,3.738e+01,2007-03-22
79777,In the Land of Blood and Honey,4.267e+00,2011-12-23
9459,Woodstock,3.410e+00,1970-03-26
2636,The Specialist,1.658e+01,1994-10-07
9794,Employee of the Month,9.560e+00,2006-10-06
9277,The Sting,2.850e+01,1973-12-25
256687,Swelter,2.215e+00,2014-04-20
192132,Palo Alto,1.657e+01,2014-05-09
175555,A Madea Christmas,5.377e+00,2013-12-13
287424,Maggie,4.002e+01,2015-05-08
9003,Hellraiser,2.258e+01,1987-09-11
36549,Yesterday Was a Lie,1.450e-01,2008-01-01
28902,In Dreams,3.226e+00,1999-01-15
129139,The To Do List,1.502e+01,2013-07-24
5516,The Ladykillers,2.367e+01,2004-03-25
31582,Flawless,5.272e+00,1999-11-26
8487,Wild Wild West,4.075e+01,1999-06-29
8357,What the #$*! Do We (K)now!?,7.288e+00,2004-04-23
88794,J. Edgar,2.807e+01,2011-11-09
